transaction_amount,user_avg_amount,new_recipient,transaction_frequency,transaction_hour,fraud_label
4050.65,9876.85,0,1,11,0
39086.32,12762.7,0,2,17,0
5189.36,2736.21,0,4,10,0
23280.95,15289.82,0,3,15,0
5414.9,12346.01,1,4,13,0
10114.2,15262.99,1,4,15,0
8785.09,11238.17,0,3,8,0
883.25,16165.13,0,6,10,0
16606.4,4832.82,0,9,8,1
8650.33,6604.92,0,5,21,0
3169.18,14314.82,0,5,7,0
30903.54,16909.7,1,2,6,0
1998.56,3451.84,0,5,2,0
21460.76,13982.51,1,6,13,0
2778.42,2074.83,0,1,19,0
4878.66,4033.22,0,1,6,0
10799.49,8310.46,0,5,15,0
58351.87,14137.59,0,14,2,0
15523.52,17643.92,0,2,13,0
360.29,2497.05,0,3,20,0
7242.42,6255.44,0,3,12,0
122559.17,11439.77,0,5,13,0
67680.95,17103.95,1,3,15,0
79850.44,11425.71,0,1,8,0
18022.43,16700.3,0,7,19,0
3228.06,3591.76,0,5,10,0
6119.13,4387.13,0,4,22,0
15742.2,11568.75,0,4,11,0
31544.67,7450.19,0,5,9,1
14763.78,14421.92,0,4,10,0
430.85,7629.72,0,1,23,0
15992.55,4090.69,0,5,17,1
3525.53,3155.43,0,4,17,0
14990.08,10599.29,0,3,5,0
43666.5,12572.62,0,4,9,0
9174.43,7010.88,0,2,17,0
20057.63,7100.52,0,1,1,0
24108.56,16619.72,0,2,4,0
17417.58,14722.93,0,1,7,0
5820.05,15547.58,0,2,20,0
2571.38,1990.33,0,7,10,0
20215.83,17791.63,0,8,13,0
13127.17,12731.28,1,3,18,0
153957.08,16912.59,0,4,0,0
12792.34,9296.25,1,8,5,1
1164.51,3599.23,0,2,20,0
878.03,9172.06,0,3,13,0
7353.79,10102.77,0,11,21,0
8883.24,7678.65,0,1,15,0
3401.16,8773.96,1,6,10,0
2424.08,2977.06,1,3,13,0
1101.29,1572.62,0,1,20,0
20524.62,5162.21,1,12,5,1
15262.44,10778.44,1,2,12,0
17553.48,17349.68,0,2,7,0
26368.17,10197.46,1,6,13,1
4046.61,10969.4,0,2,16,0
20351.15,15943.36,0,3,20,0
7737.39,7122.0,0,5,2,0
3544.74,4638.44,0,5,10,0
16017.56,17456.69,0,2,9,0
11519.27,12893.18,0,6,13,0
18441.67,15737.35,0,3,16,0
42770.8,12936.11,0,8,3,0
7467.06,6425.85,1,1,0,0
10855.82,7596.89,1,3,11,0
3788.86,10642.47,0,2,3,0
23071.05,12674.7,0,6,14,0
13290.52,13105.09,0,2,11,0
7844.78,12232.53,0,2,12,0
4472.67,12623.81,0,7,19,0
17030.87,6914.03,0,1,3,0
5622.1,3270.65,0,2,10,0
12861.4,15451.08,0,2,0,0
26837.19,6531.22,1,7,10,1
139655.23,17365.57,1,2,1,1
1705.01,1521.02,0,1,11,0
3462.43,4974.97,1,4,22,0
27248.06,16885.92,0,2,17,0
5535.13,11157.61,1,6,14,0
1214.24,17996.13,1,2,18,0
14338.65,12678.76,0,4,22,0
3248.84,3291.68,1,3,9,0
5194.65,5168.7,0,2,13,0
60452.37,15012.56,1,4,14,0
11190.83,11923.4,0,2,23,0
1362.71,2389.65,1,4,12,0
162915.83,15140.01,0,3,4,1
968.8,4044.15,0,5,11,0
395.7,1978.49,0,4,20,0
7589.92,10202.03,1,3,2,0
18730.64,17417.18,0,3,15,0
11639.44,13894.39,1,2,7,0
2495.36,4827.06,0,1,6,0
18826.63,15018.69,0,2,13,0
75949.43,16351.51,0,5,11,0
4172.61,4213.89,1,4,11,1
5904.86,2024.43,0,6,15,0
6406.93,15977.97,0,3,22,0
2686.62,4310.26,0,3,11,0
2544.02,4231.27,0,5,23,0
89712.95,16280.61,0,2,14,0
16711.42,11373.34,0,3,14,0
13320.11,17395.76,0,8,21,1
99330.14,13944.64,1,2,16,0
4057.85,16117.16,1,1,14,0
4458.66,5385.34,1,3,5,0
3651.33,2574.11,0,14,9,0
15977.82,12456.59,1,3,4,0
11850.96,14153.45,0,2,18,0
8045.73,6082.02,0,3,23,0
18241.74,16094.5,0,2,21,0
1680.74,16743.93,1,5,9,0
41719.97,11712.12,0,2,7,0
4895.59,7570.73,0,4,22,0
9031.78,12826.96,1,4,3,0
19845.76,12458.98,0,6,18,1
588.39,8513.85,0,4,6,0
173383.89,17496.07,0,3,19,1
7221.79,16123.3,0,7,1,0
57532.51,8352.14,0,6,15,0
65083.69,16499.57,0,2,16,0
6453.39,5128.19,0,4,0,0
6152.74,5648.78,0,2,22,0
3895.1,4433.47,1,6,8,0
14581.67,15906.22,0,2,1,0
31195.14,11046.25,0,3,5,0
18026.96,15864.29,0,4,8,0
13745.5,9180.75,0,3,6,0
17045.18,13801.91,0,2,4,0
12522.71,11830.69,1,7,5,1
5256.63,4752.23,0,1,0,0
12952.3,8892.14,1,2,9,0
14059.54,16748.06,0,12,9,0
131562.81,9246.58,1,6,10,1
3240.82,3394.77,0,8,16,0
20960.67,17227.86,1,2,13,0
14481.94,4308.8,0,8,5,0
5560.23,4543.36,0,15,5,0
4394.94,6682.27,1,4,11,0
11774.44,10572.3,0,2,1,0
6238.58,13094.77,0,1,5,0
15619.93,17034.1,1,5,16,0
168376.7,16437.48,0,11,23,1
17548.09,10261.59,0,3,15,0
41208.46,15716.74,1,7,1,1
21537.43,17769.85,0,2,21,0
5555.07,3326.39,1,3,5,1
7134.41,8050.97,1,2,19,1
21128.43,9681.3,1,4,8,0
5008.59,3165.1,0,4,17,0
2178.29,3350.03,0,3,11,0
3657.88,3237.2,1,2,18,0
8778.4,7060.83,0,11,11,0
170429.52,14959.56,0,2,8,0
11005.64,9279.5,1,4,4,0
3261.03,16161.85,0,2,3,0
9225.87,5539.14,1,6,20,0
11351.3,7721.69,0,3,14,0
872.5,16695.9,0,2,14,0
2595.85,3163.39,0,4,6,0
4688.13,7541.58,1,6,15,0
17915.23,12364.93,0,2,11,0
4002.78,5622.11,1,10,17,0
2239.9,13367.75,0,1,12,0
6451.75,6939.25,1,13,17,0
16956.04,9138.14,0,2,14,0
21727.33,14930.52,1,5,8,0
3391.91,14669.8,0,4,11,0
17733.99,13217.52,0,7,7,0
17738.22,11822.12,1,1,9,1
9328.03,11465.09,0,9,3,0
20021.26,13855.54,1,3,16,0
22284.39,11456.2,1,1,10,0
14208.48,12151.69,1,6,3,0
47520.48,13376.41,0,3,14,0
15693.39,17578.29,0,6,8,0
64929.8,13703.23,0,6,22,0
10053.03,10784.6,0,2,21,0
8415.9,4114.61,0,2,18,0
7118.11,7459.36,0,3,14,0
6392.18,8063.07,1,2,7,0
13491.23,13153.03,0,3,19,0
1629.87,7469.91,0,8,13,0
892.52,3163.87,0,5,7,0
11527.93,8542.13,1,3,10,0
7960.63,7575.83,0,4,10,0
6422.45,11170.8,0,3,21,0
34324.78,7152.94,0,1,15,0
18069.67,14993.96,0,4,22,0
13028.89,8810.36,1,4,11,1
16162.18,10363.35,0,4,9,0
2275.39,5534.28,0,2,3,0
87252.37,14508.73,0,2,16,0
8029.95,16255.77,0,2,23,0
18378.52,2267.79,0,1,16,0
15992.84,15742.51,0,3,12,0
7099.87,15684.72,1,2,11,0
7709.1,7160.85,0,3,7,0
37627.59,2685.73,0,3,6,0
2684.2,7851.06,0,5,17,0
14544.29,17163.34,1,4,17,0
18952.11,13975.24,0,8,19,0
169382.55,12378.68,0,1,22,0
519.41,3770.97,0,3,18,0
17404.77,17342.2,0,6,21,0
10012.74,6898.32,0,3,15,0
14140.58,15250.48,0,3,2,0
14960.18,11595.64,1,8,8,0
53148.3,11424.63,0,3,10,0
2773.03,2053.83,0,4,20,0
38598.38,11025.46,0,9,12,0
12786.91,16865.51,0,3,6,0
19731.88,16435.68,0,13,16,0
97391.28,14005.91,0,4,1,1
4478.55,1573.37,0,8,11,0
107317.23,9868.64,0,2,4,0
25315.45,14414.75,0,3,6,0
8447.96,10620.37,1,10,17,0
18724.61,15326.87,0,8,19,0
6899.53,6234.9,1,1,9,0
2400.14,3151.74,0,3,19,0
7276.1,16135.87,1,2,21,0
4722.75,3356.74,0,2,9,1
60526.15,16660.17,1,6,12,1
1352.61,4475.35,0,1,9,0
59700.52,12995.96,0,4,12,0
13908.15,10433.92,0,1,18,0
119315.52,15593.08,1,2,15,1
31275.76,17991.19,0,14,21,0
12347.95,17978.12,0,8,21,0
5455.91,17248.71,0,3,10,0
37242.38,8243.04,0,1,17,0
43367.95,12077.56,1,2,9,0
2979.09,14895.47,0,5,7,0
15487.74,16218.65,0,2,0,0
3340.29,4337.95,0,8,11,0
7045.35,7142.54,1,4,16,0
6192.26,6215.19,0,8,11,0
10497.38,11175.35,0,2,1,0
211480.8,14387.99,1,2,18,1
9093.72,14102.35,0,1,13,0
4906.67,5473.66,0,3,13,0
14235.88,11510.2,0,3,8,0
1024.01,9678.73,0,10,10,0
229896.73,17912.58,0,2,7,0
29791.87,13867.85,0,5,0,0
19095.77,15320.69,1,2,2,1
19597.59,15179.95,0,4,19,0
5242.35,4480.27,0,6,0,0
28400.92,13568.0,0,5,15,0
2110.88,10554.42,0,14,22,0
13878.71,11569.78,1,7,13,0
15873.59,17587.81,0,1,9,0
7579.37,6026.01,0,2,3,0
5816.09,7533.77,0,7,10,0
15117.51,11876.28,0,2,11,0
4597.41,16504.09,1,7,9,0
12739.38,14119.41,1,14,19,0
2493.49,2301.52,1,5,22,0
11463.73,3287.08,1,3,7,0
577.26,1705.98,0,3,6,0
10817.42,14049.01,1,6,17,0
4531.93,4023.64,1,6,18,0
5826.28,5259.78,0,3,20,1
6464.24,12314.45,0,3,16,0
18683.19,17412.16,0,8,11,0
14294.72,11484.38,0,3,16,0
3650.42,4955.64,0,3,2,1
79308.59,6208.68,0,3,13,0
2825.02,10645.92,1,3,4,0
4311.0,8984.7,0,6,15,0
104385.99,8775.88,0,2,17,0
49673.88,10728.8,1,6,22,0
16779.52,15951.45,1,5,17,0
90584.77,14821.7,0,10,22,0
15701.48,17195.13,0,5,0,0
17480.78,12942.84,0,2,13,0
12730.31,10803.15,0,2,16,0
5023.75,4708.42,0,1,5,0
15586.24,13234.12,0,7,4,0
12681.48,15987.48,0,3,10,0
15522.48,17692.89,0,2,16,0
3452.27,4445.98,0,3,15,0
14382.66,16771.87,0,3,21,0
1471.78,1578.23,0,4,21,0
5564.39,15719.94,0,8,11,0
8004.07,12520.73,1,3,20,0
96772.73,15437.28,1,5,14,1
9531.78,9887.82,0,1,6,0
10691.63,10861.42,1,2,11,0
1354.76,15833.65,0,4,6,0
21344.31,13787.4,0,1,22,0
7859.42,7795.0,0,3,17,0
8753.46,6640.71,0,2,11,0
22898.29,11976.92,0,1,9,0
34675.84,14267.06,0,10,6,0
2414.39,17699.8,0,3,16,0
4461.43,4140.74,0,4,15,0
2210.05,3307.37,0,9,16,0
3811.84,8354.25,0,2,16,0
10935.53,8837.35,0,6,9,0
2727.27,8103.5,1,9,10,0
1361.87,14847.39,0,9,21,0
9457.38,10498.05,0,4,12,0
19926.23,14738.61,0,3,11,0
8058.38,6526.35,0,12,14,0
2175.73,2298.06,0,13,21,1
5524.42,6757.96,0,5,21,0
2194.3,10897.64,0,1,22,0
16638.39,15104.29,1,4,17,1
73736.03,17411.35,1,3,22,1
5807.14,5861.4,1,2,9,0
24592.68,11683.55,1,4,14,1
3051.87,4605.72,0,2,18,0
12181.55,3317.65,0,2,21,0
4066.5,11563.53,1,12,12,0
25612.49,17157.17,0,7,5,1
10829.95,9240.13,0,4,12,0
2452.01,5962.76,0,1,19,0
11146.84,8637.54,0,15,17,0
10514.65,8173.39,0,2,5,0
6125.04,6129.71,0,2,22,0
695.74,8854.59,0,4,11,0
2085.34,3122.22,0,2,21,0
8841.76,8034.91,0,1,19,0
10133.93,10094.14,1,1,11,0
12924.83,14591.07,1,3,18,0
4772.49,8942.99,1,12,3,1
6562.17,8329.01,0,12,18,0
4077.65,4105.26,1,3,13,1
8727.38,6927.57,1,7,9,0
12374.83,17009.71,0,12,18,0
17004.25,16397.73,0,3,17,0
4527.39,5309.73,0,2,14,0
34559.15,2596.63,1,2,5,1
41609.29,15673.22,0,4,17,0
12395.46,8564.8,0,6,10,0
35696.7,5374.71,1,4,12,0
1962.07,5158.68,1,6,14,0
12425.9,11754.43,1,2,15,0
3101.65,3587.85,1,11,5,1
20168.47,9029.13,1,13,2,1
1413.29,1667.82,0,4,1,0
24659.36,15153.91,0,3,12,0
803.06,13188.93,0,4,9,0
80054.66,13103.45,0,3,9,0
9318.64,9028.87,1,6,14,0
7193.14,8030.15,1,3,3,1
17425.32,13655.64,1,6,12,1
49688.27,5708.27,0,2,13,0
4195.98,9408.53,1,3,18,0
14552.94,12217.86,0,2,12,0
4060.43,4763.86,0,4,10,0
108322.18,15870.91,0,4,3,1
42411.44,11897.51,0,5,1,0
3762.27,15163.65,0,2,21,0
4870.07,8052.8,1,4,8,0
13829.69,12423.6,0,4,20,0
18882.17,8608.15,0,6,14,0
4796.74,12899.1,1,6,21,0
118.73,1754.36,0,3,20,0
3451.61,12854.07,0,2,20,0
4988.27,4521.82,1,5,9,0
28414.33,4185.27,1,2,1,1
3387.2,10237.14,0,3,20,0
25932.59,11698.22,0,4,1,0
4276.5,7655.0,0,1,5,0
15631.62,13400.96,0,15,11,0
18716.98,15902.17,0,4,15,0
15174.24,5758.79,0,4,10,0
5064.51,1621.48,1,4,9,1
116247.45,17778.74,0,2,20,0
30251.46,8696.25,1,2,15,1
2013.82,3419.4,0,2,21,0
5646.4,8980.36,0,1,9,0
24412.3,13401.26,1,2,12,0
205575.45,16892.86,0,5,20,1
40510.33,3141.91,0,13,7,1
5573.69,15580.19,0,3,4,0
7895.15,2115.62,0,5,8,0
8954.95,8435.03,0,5,9,0
1881.89,17841.41,0,3,10,0
2752.57,8143.9,0,2,19,0
1710.88,3482.26,0,2,13,0
9905.74,15596.87,0,2,18,0
44247.26,12558.35,0,5,23,1
400.66,6746.74,1,3,8,0
24770.23,13684.94,0,4,20,0
1496.24,1705.75,0,2,0,0
2562.12,16827.35,0,3,3,0
9432.73,9225.82,0,2,17,0
30140.43,15692.81,0,4,3,0
3253.19,3337.52,0,4,20,0
1655.65,1720.64,1,4,11,0
23122.62,16270.21,1,4,16,0
54613.31,13596.55,1,2,11,0
16804.78,16538.47,0,5,8,0
3853.04,7652.45,0,1,8,0
25650.18,16235.01,0,2,19,0
8158.99,15292.7,0,4,1,0
111.14,1549.95,0,2,21,0
2704.62,1652.79,0,5,17,0
113348.85,11253.93,0,10,18,1
14797.19,9922.7,1,2,19,0
12345.6,17467.95,1,2,19,0
744.39,3340.1,1,6,1,0
2672.73,4340.82,0,4,11,0
10753.66,11348.75,0,14,0,0
12999.18,15978.37,0,5,21,0
18284.03,16374.35,0,4,18,0
7470.1,5904.41,0,5,6,0
14407.16,16616.17,0,1,13,0
10556.73,10735.43,1,5,21,0
11074.22,13369.09,0,2,8,0
8997.76,9595.88,1,4,0,0
8871.75,8772.65,1,1,10,0
63024.36,15909.16,0,3,7,1
14577.16,12977.68,0,7,18,0
24071.27,6136.14,0,4,14,0
14151.92,13696.34,0,2,20,0
2431.36,9392.35,0,2,23,0
3189.64,14580.39,0,4,18,0
2261.86,3537.85,0,5,6,0
7796.99,15965.73,1,3,15,0
18783.34,15608.65,0,9,20,0
9608.83,5521.23,0,7,11,0
12798.53,17892.18,0,3,10,1
12085.32,11518.99,0,5,15,0
6871.92,4719.55,1,3,7,0
7423.46,8840.86,0,5,9,0
15994.39,15594.34,0,2,23,0
99153.15,10114.74,0,4,11,0
2078.31,15525.3,0,3,15,0
32747.19,12668.44,0,11,2,1
6544.92,14127.8,0,2,15,0
9834.69,6260.13,1,3,16,0
3989.96,10658.2,0,4,14,0
15052.51,12461.17,0,10,19,0
735.26,2674.29,0,4,23,0
22401.89,17850.43,0,5,2,0
5501.46,5639.27,1,2,10,0
2872.6,12980.43,1,6,20,0
10255.37,10068.68,1,4,20,0
9110.05,7116.03,0,10,8,0
3403.39,2508.64,0,1,21,0
5032.24,14821.92,0,3,16,0
1585.64,10610.68,0,1,19,0
5444.8,7762.09,0,7,0,0
4132.62,11086.32,1,2,17,0
18594.74,17914.6,1,3,6,0
65490.77,17864.21,1,12,22,1
14943.54,13795.86,1,4,8,0
1568.11,12321.9,0,3,10,0
31721.53,10696.87,0,2,2,1
15361.32,14218.37,0,5,7,0
3516.75,1629.77,0,3,1,0
6032.39,11839.55,1,2,17,0
10537.17,13154.59,1,4,21,0
20858.64,16213.75,1,3,9,0
877.9,9360.64,1,11,13,1
11251.92,16083.8,1,1,14,0
19801.38,16025.86,1,3,12,0
3343.44,3937.93,0,1,1,0
4707.88,7910.5,0,5,8,0
2820.98,9990.1,1,6,18,0
29682.32,11317.41,0,15,13,0
7156.57,2539.81,0,3,17,0
58815.33,13534.28,0,5,11,1
11654.27,16262.64,0,5,14,0
11648.57,11442.19,0,2,23,0
8929.17,7135.38,1,9,23,1
1141.8,1800.23,0,5,12,0
7804.83,7955.95,0,3,22,0
6568.28,9531.62,0,3,18,0
7862.86,16319.58,0,8,21,0
6168.79,6981.31,0,1,18,0
7790.26,10829.69,0,4,12,0
33702.79,14812.4,0,13,13,0
9137.01,7446.3,0,4,0,0
6553.27,13491.25,1,3,19,0
1097.33,1915.03,1,4,9,0
15007.57,15710.49,0,2,8,0
9968.78,16985.82,0,7,6,0
7984.38,10590.91,0,2,19,0
3879.55,6954.91,0,8,9,0
19109.62,16263.76,0,3,0,0
14005.48,12025.74,0,1,10,0
6780.95,16965.64,0,12,17,0
3574.38,17597.33,0,3,1,0
39128.64,14778.61,0,6,16,0
19384.16,17570.92,1,15,3,1
9636.8,9172.73,1,2,15,0
10831.47,9527.47,0,2,16,0
48145.68,11270.95,0,2,1,0
62062.68,11503.94,1,4,13,1
2798.91,17560.82,0,1,16,0
5850.32,6455.27,1,7,1,0
3258.28,12006.79,0,4,20,0
2124.52,10622.62,0,2,11,0
4437.74,5123.06,0,4,21,0
79751.19,15779.63,0,15,3,1
3574.74,7795.72,0,3,9,0
26598.74,15369.51,1,9,8,1
1964.81,2362.65,0,2,3,0
5698.87,4147.11,0,8,6,0
94222.93,8565.21,1,4,15,0
7999.53,9291.13,1,4,3,0
3892.85,7826.77,0,2,1,0
1750.31,5059.23,0,3,19,0
8546.21,11262.04,0,1,3,0
14321.28,14484.53,1,2,13,0
6297.95,9898.9,1,2,11,0
1988.27,3577.69,0,11,19,0
12690.64,15341.57,0,3,8,0
8712.74,13874.72,0,2,16,0
5004.66,5258.43,1,2,7,0
49741.57,13899.17,0,2,18,0
2032.22,4271.15,0,1,8,0
1139.99,6097.7,1,4,12,0
13796.15,17079.65,1,1,10,0
13440.35,15176.5,1,8,10,0
14058.91,9479.47,1,3,13,1
12968.23,9349.13,0,2,22,0
180760.22,16507.61,0,4,22,0
14263.25,12470.91,0,6,11,0
15177.16,17842.3,0,1,8,0
6429.08,16392.14,0,3,19,0
16526.88,13002.22,0,3,14,0
36286.25,14363.52,0,5,10,0
35586.35,3783.44,0,5,22,1
30756.46,12881.07,0,5,16,0
1846.47,2101.13,0,3,10,0
32505.85,6531.77,1,3,9,1
20086.99,16696.02,0,9,16,0
1127.81,3292.65,0,15,16,0
14931.85,11429.28,0,3,12,0
879.79,2458.79,1,3,10,0
18889.92,6925.83,1,1,19,0
5570.86,4150.28,0,3,7,0
6806.1,4749.83,1,10,7,0
6670.09,17279.61,0,2,22,0
1957.06,5606.52,0,3,9,0
11141.77,15877.33,0,4,9,0
8500.35,12195.56,0,5,16,0
23691.74,16469.57,0,10,12,0
4603.06,4931.54,1,11,22,0
4052.7,3300.88,0,4,14,0
1208.9,3153.63,0,3,15,0
178234.57,12510.37,1,6,17,0
4073.22,3740.47,0,15,8,1
4293.8,4395.13,0,6,15,1
845.81,2754.85,1,6,9,0
1078.05,15705.17,1,3,8,0
1261.26,1858.44,0,6,21,0
70756.03,13899.6,1,3,21,1
1461.59,4528.77,0,7,13,0
9873.04,8310.68,0,7,11,0
951.69,8103.41,0,3,19,0
27722.42,11234.76,1,3,8,0
3767.93,12511.61,1,3,18,0
7122.72,3204.83,0,2,8,0
108644.4,10105.48,1,4,14,0
1377.7,2899.82,0,3,8,0
62959.51,16278.59,0,8,20,0
24425.33,17753.26,0,2,4,0
30787.79,10816.79,0,3,14,0
14352.91,14854.3,1,3,4,0
9810.51,13649.84,0,2,17,0
38290.97,9147.18,0,3,10,0
831.72,14315.45,1,5,9,0
10026.61,13374.79,1,8,7,0
14309.89,12848.95,0,3,18,0
17357.65,12794.7,0,2,19,0
16749.81,5918.56,0,3,1,0
3737.4,14650.27,0,10,20,0
30466.13,12019.08,0,2,15,0
22578.26,8808.08,0,5,9,0
2880.55,2397.3,0,4,20,0
55845.38,8542.11,0,5,15,0
5160.72,9675.86,0,2,7,0
2562.58,7298.8,0,8,17,0
8516.93,10451.98,0,4,22,0
6587.29,9979.84,1,2,13,0
5296.53,5965.08,0,4,19,0
21693.17,2268.7,0,6,19,1
10938.51,8605.41,1,3,12,0
2938.91,3365.48,0,4,8,0
5442.54,11417.33,0,4,11,0
3700.8,4226.31,0,4,19,0
4666.94,4485.72,0,1,4,0
2195.52,1950.18,1,2,20,0
10091.58,9179.06,0,6,15,0
8545.61,16393.78,0,6,12,0
22664.53,16516.55,1,1,12,0
17895.1,15394.16,1,11,8,1
3013.29,5213.76,0,4,11,0
1220.05,2269.67,0,3,7,0
15323.3,13974.8,1,7,14,0
2615.49,16791.69,0,3,17,0
11211.07,7752.34,0,4,14,0
1026.27,3116.2,0,8,9,0
5534.01,3827.16,1,1,5,1
14028.9,10211.67,1,4,13,0
1982.49,2966.38,0,4,9,0
2654.13,8657.35,0,4,5,0
6018.33,7104.78,0,12,8,0
9982.59,10503.83,1,2,21,0
5984.14,6818.28,1,3,22,0
13465.13,17232.21,0,1,1,0
4259.79,12323.23,0,5,21,0
76438.02,11703.64,0,4,16,0
7832.76,12465.57,0,3,13,0
34547.08,7016.93,0,5,17,1
10635.02,12159.19,0,2,15,0
4843.2,17706.81,1,4,0,0
3597.56,17987.79,0,2,12,0
10459.93,9609.97,0,6,10,0
6210.16,8795.45,1,9,10,0
3398.6,11434.97,1,3,16,0
4697.27,8572.62,0,8,14,0
22834.42,8741.17,0,6,2,0
2473.27,2466.25,0,2,18,0
10046.37,7615.26,1,6,15,0
2270.99,3337.85,1,3,14,0
5970.0,6761.42,0,2,10,0
10799.68,5187.28,1,4,19,0
8592.26,14193.94,1,4,21,0
8832.82,8932.19,1,4,19,0
3906.03,6848.41,0,4,11,0
3320.16,8513.59,0,4,6,0
1626.27,1817.08,1,1,11,0
12236.48,8634.16,0,6,3,1
8410.65,7188.77,0,3,5,0
9765.16,10453.5,1,4,10,0
12337.1,9537.29,1,3,18,0
2406.67,17829.22,1,2,9,0
16298.36,17452.63,1,2,18,0
8126.89,12632.31,1,4,10,0
854.83,7742.25,0,3,18,0
5036.11,4228.22,0,4,22,0
48109.32,16113.23,0,2,23,0
6817.54,5042.91,0,1,11,0
14545.1,12720.79,0,3,21,0
10401.8,10110.96,0,5,22,0
33060.13,11821.38,0,2,2,0
4363.94,4459.2,0,15,14,0
842.2,3266.66,0,2,18,0
13538.73,15326.67,1,2,20,0
6030.08,6090.58,0,4,15,0
7866.39,14347.03,0,3,17,0
87693.47,6556.07,0,1,21,0
2912.11,4386.01,1,4,5,0
63655.58,10257.7,0,8,2,1
899.6,2266.0,0,2,13,0
11382.36,8914.46,0,5,3,0
569.66,7277.95,0,3,2,0
12841.98,3121.7,0,3,20,0
16304.32,12996.03,1,4,18,1
3270.04,4678.63,1,3,12,0
16198.91,17444.27,0,7,11,0
33514.97,7783.36,0,2,18,0
9703.24,6391.33,1,4,12,0
30849.92,3523.61,1,1,20,0
7627.02,6810.18,0,15,7,0
105489.91,7154.24,1,5,4,1
2543.62,1560.13,0,6,0,0
58900.98,14451.87,0,3,17,1
7902.58,6706.36,0,11,6,0
3670.55,3478.01,0,5,16,0
9915.08,5810.73,0,2,14,0
7056.9,4792.92,1,14,15,0
5248.89,5358.02,0,3,19,0
1131.6,4052.29,0,3,14,0
2438.2,3734.05,0,5,15,0
12245.55,8476.75,0,8,8,0
2190.37,3588.6,0,1,22,0
2916.11,2479.49,0,3,12,0
3873.31,10135.76,0,7,10,0
13776.94,12770.31,0,2,8,0
35571.56,9625.64,1,7,9,1
33636.26,9751.12,0,4,21,0
37252.43,11109.11,0,2,22,0
45988.59,4157.25,1,1,9,0
12305.68,11057.69,1,2,9,0
2864.08,5563.01,1,3,13,0
6689.28,4310.56,0,1,8,0
11589.68,12339.71,0,2,21,0
5841.3,5869.32,0,5,18,0
42881.75,3743.49,1,2,18,0
1750.3,8901.86,0,1,18,0
32718.11,11534.08,0,2,10,0
3297.27,13751.07,0,3,18,0
4030.43,3090.45,0,2,11,0
1885.15,12390.72,1,3,11,0
12135.42,9742.99,0,4,7,0
147600.78,15624.54,1,1,14,1
4017.68,2397.93,0,5,19,0
52207.65,13778.36,1,1,21,0
6103.24,17468.27,1,3,11,0
63081.51,4507.71,1,5,23,1
9981.71,7429.09,0,6,4,0
2305.53,6459.26,0,7,20,0
15013.1,12913.35,1,5,3,0
346.91,1634.3,0,4,15,0
3090.27,2660.45,0,3,16,0
47155.84,10073.17,1,2,9,1
78493.81,10135.25,0,5,15,0
704.02,2308.12,0,5,7,0
11324.14,9422.35,0,2,13,0
3836.46,10372.15,0,2,4,0
8110.78,15957.75,1,2,20,0
77490.26,12438.31,0,3,3,1
2482.94,2277.56,1,4,10,0
9069.67,4893.51,0,4,1,0
20928.51,16628.0,0,7,22,0
5257.93,11651.3,0,2,15,0
41724.69,12853.02,0,1,18,0
7698.09,8717.84,1,4,4,1
4290.68,4851.97,0,10,8,0
1854.79,1713.96,0,2,15,0
3353.72,5385.9,0,1,17,0
12469.43,10522.42,1,4,7,0
15274.33,4441.06,1,3,21,0
7273.54,10218.06,0,5,9,0
8660.76,10566.89,0,3,8,0
102124.83,13493.86,0,14,20,1
1317.08,3281.16,1,7,19,0
10507.19,7618.17,0,8,16,0
21274.07,14679.37,0,2,13,0
1072.54,13038.04,0,4,18,0
3744.3,2980.93,0,1,11,0
8261.85,11551.04,0,6,0,0
410.94,5263.31,0,7,13,0
10781.69,2643.07,0,1,8,0
11188.68,10409.32,1,12,13,0
6836.5,5862.37,0,3,11,0
135934.21,12541.46,0,3,12,0
789.01,10111.65,0,5,8,0
11083.43,11059.22,0,2,9,0
16903.5,16663.97,1,4,4,0
13059.97,17436.37,0,3,19,0
7882.3,8045.1,1,2,10,0
11103.86,17657.3,0,2,11,0
8412.82,10334.67,0,2,17,0
15778.77,17705.38,0,2,3,0
69064.16,11137.05,0,1,20,0
2850.57,6125.64,1,3,16,0
4986.1,6363.77,1,2,13,0
16855.04,15118.98,0,4,8,0
9978.45,12191.4,1,3,22,0
2086.74,8618.4,1,2,12,0
2054.68,1875.23,0,2,13,0
3301.85,14001.44,0,4,12,0
5243.99,4554.75,1,5,4,0
5371.31,7224.84,1,10,23,0
6504.18,11990.11,0,15,18,0
10720.92,8747.0,0,6,8,0
1328.52,2432.85,0,2,13,0
2267.86,4830.01,0,2,20,0
10784.17,3449.16,0,2,8,0
8900.7,9507.35,0,13,1,0
3683.19,4672.96,1,5,9,0
5768.05,6839.26,0,5,0,0
13864.9,7874.63,0,5,6,0
2175.64,8940.67,0,3,18,0
4092.02,14973.38,0,2,2,0
52624.09,8748.57,1,6,4,1
9754.13,6632.09,1,2,10,0
993.8,10141.92,1,3,11,0
3925.07,12010.11,0,2,8,0
11820.97,16944.68,1,2,14,0
10557.83,13831.56,0,1,19,0
6478.98,9699.68,0,3,19,0
15612.36,9981.97,0,3,7,0
14144.05,15763.43,0,2,16,0
11137.79,8356.77,1,1,13,0
